100000 100000
1 51304090 126898183
1 975758549 388804551
1 721644333 481645053
1 22324169 978627314
1 644347802 940960040
1 150775230 841565728
1 941056254 115400823
1 15721784 95535107
1 427648671 656425566
1 69290685 632406121
1 782842735 753025623
1 16570016 466868449
1 597981544 52342048
1 474171773 93174794
2 673139824 517169572
1 279530801 172931349
1 317986372 457640468
1 147509991 4290099
1 593868245 787086106
1 298420003 963653254
1 527485811 434509239
1 792414227 559818142
1 653400242 613980183
1 813300766 412561007
1 719186529 330027587
1 68826921 866332670
1 446598329 522769238
1 592294139 100890328
1 574803006 125656214
1 594156234 977844866
1 762634784 65904323
1 882253951 460550500
1 210945782 17740524
1 232211601 595569986
2 688056852 765051047
1 157479769 855603057
1 695390306 611844546
1 883616452 92289759
1 954837425 600286522
1 764577411 857886676
1 108183283 903745528
1 712398983 861353834
1 593053864 984686521
1 118985287 64400408
1 95581631 915682839
1 607125846 269286825
1 30281318 777465865
1 513062805 899720930
1 168174823 425770709
1 682916302 621678146
1 869624822 10681872
1 752579485 717702143
1 935938663 3394766
1 23415354 552347277
1 222223240 431932547
2 845599406 735419374
1 747175387 85340231
1 483971664 591185659
1 236193917 161383363
1 621977081 411385349
1 894004355 381095004
1 929666725 610610081
1 15028716 125021691
1 126848215 72645190
1 621363685 839457012
1 287956242 45397534
1 449928289 654832136
1 663236874 227508319
1 140509604 460386375
1 292605904 882855476
1 209295692 847460236
1 110387296 439370020
1 611439424 546126851
1 363566317 868114104
1 206258473 547549453
1 32852176 829181909
1 904851667 510262862
1 820871146 946402494
1 619065576 869844695
1 447464846 53934928
1 285144865 393729598
2 268270026 39130507
1 344395991 587970650
1 12763388 351854572
1 627294308 938211433
1 519238185 255612465
1 575359179 90342659
1 774175388 755307521
1 460800169 635387879
1 772673183 484573272
1 842193416 680025335
2 960388299 759050441
1 210957857 73201402
1 91047848 25803250
1 542403584 901933351
1 92543653 603015543
1 593798697 411171448
1 63107162 371107272
1 859485929 50493912
2 71971609 386517780
1 5096366 902761129
1 587237591 14833972
1 327684840 251034972
1 228981697 204686055
1 15307045 153424831
1 127013622 119199836
1 663157710 44482618
1 699443231 216899739
1 969006394 367463688
2 594400392 786441078
1 943574229 278312286
1 102750660 146469010
1 610796431 476761735
1 507589131 245478833
1 872502507 924272011
2 242112591 852289519
1 708732529 723308641
1 986735327 984897333
2 877093329 772806073
1 394130294 101262488
2 103946419 561732631
1 738562770 361974308
1 109128403 755991839
1 72691457 600101234
1 109569030 571675240
1 300975048 956621629
1 669454014 846786665
1 25567317 799124575
1 406978226 347628687
1 252182787 96360509
1 468601685 965986246
1 377013236 384698802
1 416420299 919738298
1 836402575 137608410
1 359983636 783536653
1 568480931 304261814
1 64397564 145583707
1 203571298 481355815
1 461604022 467864790
1 653204221 259917461
1 135063657 124668320
1 138135715 217139598
1 943209788 950108409
1 630474779 498274933
1 540112127 44121198
2 15011678 484158956
2 390722938 22910087
1 980283317 127169035
1 254561864 426802002
1 990680285 922834804
1 17973940 878772509
1 246704317 716017109
1 5085323 155634937
1 103693352 957907925
1 809203906 69090269
1 664952438 350726478
1 342229127 883730823
1 656482868 529562768
1 398772027 12479149
1 26583516 698511992
1 207580038 77234516
2 480218533 582317283
1 173652262 936269739
1 231452061 714883088
1 686427496 504773588
1 598310165 280507901
1 141875477 232767278
1 933219498 192523776
1 417361527 706571765
1 592016760 733948769
2 470295422 160831525
1 133557044 572827393
1 564866001 825159067
2 465925941 884892003
1 68804719 493183656
1 555339655 629651723
1 27124909 60285908
2 135720614 14683540
1 417434108 778956985
1 858796399 346465084
1 64510330 331831731
1 160254619 454888195
1 48827966 312871408
1 107880028 101906037
1 514868595 977840980
2 735407951 26022550
1 51227922 432699763
1 928995408 65203497
1 663396972 770791758
1 75119168 393429296
1 137584975 343765584
1 200666308 842291344
1 84610240 203107944
1 828007477 420611957
1 360462655 37452976
1 644081981 413768718
1 79952795 27819699
1 753280588 763722029
1 275685403 115320220
1 47230106 813399308
1 828586677 417808122
1 507085646 373341026
1 989228194 932840062
1 959525892 296961521
1 673183226 39605564
1 230626448 723707279
1 595084933 554103430
1 563170501 39156556
1 115698923 79098326
1 128227892 638556412
1 84001782 921193995
1 187702215 850628640
1 797077937 278875751
1 280910910 893586842
1 833270730 833275601
1 315062650 356263626
1 772888411 954426621
1 749044391 432919401
1 277689793 443364598
1 514126960 250599770
1 977075397 46232417
1 341503591 574549153
1 950593433 138473329
1 887943596 804154969
1 32800326 957738959
1 612888783 490204869
1 748262337 380861127
1 505289013 242101253
1 8190600 13439370
1 315688399 490313903
1 944096529 821178867
1 100792050 233344023
1 728755159 881697050
1 959623701 586332315
1 94072414 113055062
2 172230355 15103976
1 893092631 90135265
1 841380114 43244150
1 273726398 609599312
1 330875473 188912628
1 821625133 733760121
1 738738728 378838189
1 263555786 116310119
1 700653406 21936719
1 680858330 38576025
1 8279590 716115722
1 578946076 98294775
1 621761356 287683990
1 565087705 49349479
1 288511912 794608636
1 899577250 909965870
1 772902271 832866572
1 501651806 34083898
1 497619726 986392042
1 266730553 935011560
1 361198860 525948529
1 390438139 531260588
1 753042802 62220021
1 487250809 869200852
1 125787369 777380713
2 452437168 664867127
1 632823926 532704338
2 69352076 309699589
1 988371555 567693918
1 986155052 29171418
1 719532561 496315048
1 673438715 38641893
1 904557442 860190581
1 872576467 226855506
1 46552057 509353069
1 479661473 16765873
1 826884162 868409575
1 806062261 954553929
1 346891421 578989720
1 271508811 993320249
1 319511409 112112141
1 724705436 744500715
1 999164080 776056667
1 275828528 225854801
1 72439769 457926890
1 826878344 977647871
1 147219093 203113285
1 847308545 750652558
1 307798423 27473385
1 249917357 675984145
1 543634132 463422186
2 893215 772857554
1 435719415 216971635
1 56658819 367988821
1 236416984 408481716
1 208456141 769512108
1 672613816 59466282
1 744197621 784656019
1 413352432 104726579
1 205727377 4332147
1 381086640 126923126
1 862048549 525280381
1 320500340 553206282
1 856179472 313445935
1 131091167 516979103
1 864068122 901484018
1 969887835 149457046
1 543853351 852868625
1 93506181 393333041
2 465499983 375288260
1 366867951 317080498
1 102560817 103261356
1 792215454 366523978
1 789317331 49894598
1 438899891 131624239
2 182017872 950639954
1 27589891 994313932
1 27315047 315473049
1 180905532 789915819
1 704509082 252290194
1 191062288 695822151
1 467934417 281609783
1 254397915 25816228
1 136705349 592276931
1 13532160 594725116
1 669645462 916969554
1 152368001 48485583
1 47581489 631147517
1 119692941 280060726
2 953073278 222060373
1 641381367 476210876
1 991978213 262274230
1 524669550 553272268
1 802456862 695176474
1 630209201 329672781
1 217435717 217907003
1 419889512 451764142
1 2309126 154775036
1 922468009 28358148
1 751810484 32509287
1 131214038 434588353
1 824432931 472759451
2 399050859 49336210
1 175949782 103004155
1 542442709 559507226
1 217593517 77073025
1 117411848 596436321
1 928974571 69501107
1 67533573 165395795
1 398673460 355863580
1 416415744 50203835
2 885202368 976976207
1 31750724 851452390
1 500318166 448937957
1 43933475 803023404
1 143583226 224638732
1 15554061 10055449
1 424667828 97004793
1 422706773 556829535
1 873355340 432472135
1 153443699 947872693
1 335074902 694734058
1 31248299 997130003
1 491719986 820731046
1 969088992 962709696
1 76922816 56613018
1 360410585 516817555
1 432557773 766345716
1 935510544 397933321
1 34297050 904901954
1 107219299 88957038
1 346719462 190863523
1 708964436 118980874
1 609097747 51288580
1 795006678 33985512
1 166200275 599280825
1 730741711 116959584
1 107765628 326668884
1 980447722 742840223
1 883764854 84493457
1 958528739 717680226
1 428707795 277253458
1 639669224 410489464
1 630930928 929341657
1 288302495 776925833
1 340259482 785140591
1 549534727 495969520
1 389911229 58397384
1 23707383 165511386
1 653811631 731239096
1 626310173 577723664
1 136777529 12427613
1 866346901 546217025
1 983132576 770024814
1 823026766 461664413
1 918990196 558813526
1 725183673 192295386
1 906412755 623160045
1 101304034 248324523
1 375018865 870538688
1 100744061 781297969
1 860095163 699955162
1 44485711 932992777
1 823123155 141212111
1 589067623 352905669
1 572541888 984773056
1 615750865 994071740
2 8388201 832530661
1 523227662 734759347
1 691268910 270040100
1 996345281 645142108
1 144967854 228266480
1 63549488 776872257
1 763579467 117827397
1 395237368 587523805
1 698996538 92243654
1 81764852 625312062
1 148307683 171692592
1 701337647 637073324
1 984220571 521582534
1 839250602 405252896
1 549664625 531681559
1 574173439 488963302
2 797629665 168855081
1 31442205 168162273
1 943920606 11924653
1 338228087 3223178
1 821233543 387736510
1 109343213 632862706
1 478983038 144705641
1 37917036 54938049
1 274589802 881423389
1 14417360 794401056
1 35818329 141707852
1 890344909 360833267
1 781665260 83534699
1 773816436 164852198
1 371437895 814718014
1 120885851 1946273
1 264242965 928309337
1 936233781 461454276
1 13077810 193894185
1 491176501 276313239
2 628641607 107429256
1 5236543 111232321
1 633597566 295864867
1 417582613 334418295
1 801543081 162623314
2 359140533 645890061
1 323756703 802829470
1 896478630 164045636
1 552215128 802817609
1 532039561 659974197
1 225361791 641951676
1 501101247 370773373
1 830649154 76625778
1 372675355 137871764
1 898282374 414799986
1 768286494 564913825
1 68710220 613949101
1 978243931 3925463
1 854618589 996972765
1 52788625 100652742
1 421746489 597205523
1 514983220 756859708
2 146391612 535047069
1 326224869 335622492
1 534245628 437141689
1 881685011 635794155
2 13356580 145740772
1 6444946 384498581
1 908954145 386628835
1 692795168 945033120
1 701873678 263233175
1 300093052 17816739
1 944858633 744958913
1 753900692 448391722
1 23816557 645893735
1 903220028 4593600
1 579706624 143406776
2 872125282 233723799
1 503333498 380993931
1 263874930 392217455
1 77697143 978803603
1 72712127 740480502
1 158326113 47721136
1 761549624 154973026
1 440362215 939099943
1 746451344 8272834
1 614256736 859070823
1 966557002 2721637
1 238603907 863896000
2 55252057 908386495
1 711726205 498413645
1 952781089 753690791
1 578786230 352225278
1 139391571 435432076
1 658833604 590698496
1 338601573 837951439
2 841345445 106057198
1 518793039 570999653
1 829219540 671423397
1 486310461 890136123
1 644442835 36190955
1 368269529 458103249
1 246226465 127209486
1 900373476 407234370
1 920931218 176336997
1 495409651 348883516
1 338050846 526322407
1 880755112 246388613
1 381570426 667979840
1 455620430 478860386
1 8209422 536802146
1 51587752 37911632
1 775980168 230495345
1 843820896 908772862
1 412348754 415779609
1 263905331 903167062
1 415711179 886460340
1 166954120 29746789
1 781169039 185999293
1 282934012 536123804
1 57048627 831546005
1 816371275 478998242
1 595164515 98659526
1 248304270 689139769
1 9513241 413725118
1 977811940 185903667
1 354085104 431157091
1 198388509 421050619
1 564223946 771558917
1 89811506 573956079
1 264106960 144462018
1 298692352 98571956
1 139984805 230024170
1 469810604 602429987
1 2354487 917157363
2 950428437 660352851
1 197737672 12829973
1 195480583 585157149
1 205344882 225211045
2 556305191 470524677
1 599916148 354976771
1 643264206 908831244
1 355410559 26221384
1 300100303 494189365
1 298805377 205204553
1 347233870 246584191
1 468963790 609434040
1 376008525 323885132
1 880631817 114631773
1 31172371 75513176
1 929942260 153580954
1 126174940 494330500
1 249202920 553343368
1 833041182 122746012
1 979710502 30264143
1 538888869 959660462
2 466935944 680143248
1 300505830 512925644
1 489643068 66687150
1 755351154 411007861
1 190181498 924770150
1 154241010 315893141
1 121842514 255217207
1 103128278 257665217
1 558233369 665157618
1 800229315 556994622
1 257392398 754946706
1 35166018 477261601
1 775684704 707082838
1 476779362 762228755
1 363621211 436212493
1 51486135 684539782
1 761549062 145527492
1 191571164 451545073
1 628205061 212851575
1 119817164 220393040
1 8049549 144783929
1 141024623 526376120
1 501838594 25946167
1 512484964 570860409
1 156126236 581610396
1 109330589 420691138
1 990970219 146283179
1 735619616 288508911
1 334362875 819619573
1 920779426 565631078
1 103768519 280777469
1 499711772 994692234
2 45203878 325345086
1 138224130 141604012
1 447070286 657994527
1 485820055 237817069
1 820589988 515947282
1 585744310 539580322
1 174928484 117917845
1 103610561 566439588
1 121515542 847744675
1 987085102 628136239
1 139513314 541104452
1 654636294 706448255
1 93341932 134788814
1 295291016 914376273
1 32965273 789540963
1 978789050 575805908
1 462981211 784938774
1 650547720 916283163
1 232321167 289562101
1 942303687 753654431
1 45532544 761288676
1 244422808 670895923
1 687252072 124015469
1 47536941 882429281
1 751282604 395859646
1 536821060 772754373
1 5109430 122327777
1 76711726 596769260
1 364511828 372426883
1 933884291 982786561
1 275466063 576356487
1 34970184 126341788
1 737817019 920060555
1 778406885 214138671
1 299052510 63801590
1 368902034 351196549
1 556140502 204585370
1 428245865 310551958
1 722315607 26328936
1 319479478 782469246
1 951828623 570958836
1 184129014 925381549
1 309145327 42568796
1 886747333 25915551
1 552013721 565253807
1 100121898 62022663
1 412534787 394952593
1 391127891 31999148
1 630398257 566674748
1 196864895 583473885
1 891992521 134960740
1 484826521 926381729
1 307607180 753714509
1 177763372 312218805
1 364146172 23802501
1 331757661 776439393
1 128736381 949301516
1 801225061 112628468
1 208331879 828524321
1 611310461 526129357
1 86183933 89383853
1 993211523 515678930
1 812980115 111325522
1 992356714 974268174
1 738189730 534741969
1 88960020 88394984
1 71555184 623092324
1 539257498 919778546
1 121797109 285073950
1 111839302 73431098
1 454931694 995197738
1 475887239 7724445
1 187772737 35891894
1 364428354 116963012
2 77757920 207304064
1 418363354 571430400
1 919345170 82410603
1 248398435 917265855
1 516016608 945142648
1 161490985 552633665
1 34851362 69762659
2 6468633 344132481
1 121257958 813497681
1 327864374 766474194
1 316917266 669045102
1 900735734 846232213
1 496115290 323656307
1 592070445 281727495
1 184154538 354363417
1 459992537 153440159
2 273150778 672572207
1 328248687 783171844
1 205653432 116043601
1 603900467 540411725
1 292700428 678541766
1 441445597 967632041
1 187051207 646555419
1 561731888 482707982
1 890126702 988395512
1 985936215 646145253
1 856473498 167195045
2 875737703 818141430
1 501766676 24241763
1 902049558 305352064
1 222287191 506757004
1 235627495 24441975
1 14722118 266996399
1 953816110 614914493
1 657981433 300646028
1 460964625 104432577
1 405167663 129751051
1 168496625 184824560
1 754352229 447439493
1 509210710 582069675
1 277133496 683615507
1 570130906 911082806
1 250202095 373629839
1 302120937 888225229
1 298035431 149624013
1 860344884 602048715
1 6529267 8703050
1 193843954 202642379
1 682318261 160337647
1 950175130 905010818
1 526901395 556669184
1 717232629 703084992
1 555499140 955611049
1 833515304 648863525
1 61083658 135856740
2 180262395 718130495
1 115155260 531688873
1 718876211 409480255
2 66571326 25295995
1 496456542 971132799
1 802604931 36288510
1 38474584 42734119
2 362950098 41718184
1 7987645 542836910
1 996155388 601094104
1 945745460 262969704
1 457034205 972361763
2 553008346 895025584
1 397809221 655962814
1 719905491 321698617
1 443241769 736618718
1 869544970 609071533
1 891106347 273419851
1 934099725 308618505
1 440783144 216697636
1 579029595 147493539
1 901527680 124083106
2 663946195 618669553
1 273761369 990335487
1 337520694 998970909
1 2301824 618007478
2 836576794 563718427
1 357107562 837484816
1 951964048 906584586
1 444804157 432891492
1 780986425 618794511
1 627220172 839691328
1 324880256 359031918
1 94539938 587817764
1 90538780 59831962
1 489794758 675678755
1 992925659 799108554
1 459094709 889009070
1 518299388 657120462
1 554612918 300284846
1 286165630 15352708
1 541870025 878846895
1 778021347 969831024
1 652664707 782240251
1 887115155 912932611
1 112121311 872694136
1 112649396 10800496
1 761689073 558230144
1 894644230 752560963
1 415357963 244926322
1 404284476 963907602
1 21777267 376779988
1 511377530 492591416
1 684940489 282450703
1 879625031 373448647
1 332010244 933656002
1 836813383 452123878
1 887274644 91475518
1 966661057 958595444
1 918857528 683567519
1 64661758 936419902
1 465272104 633271779
1 528955792 725181211
1 376728099 680347115
1 760615761 491923114
1 756040120 105557541
1 998518874 669497660
1 87897577 618806081
1 395740368 451510217
1 576000248 127371107
1 92634860 574405101
1 346167841 302682542
2 488331898 859194499
1 271446447 945168501
1 94772771 560579770
1 358138213 979766997
1 769995616 372839868
1 527883739 680034194
1 897617599 979344796
1 634281548 261153528
1 942540093 431962779
1 402310219 142308555
1 814371579 22824500
1 142045080 142822674
1 362905860 298210118
1 2442893 48491936
1 316509494 258072039
1 411580136 382518765
1 582731701 446268387
1 476104595 158838021
1 211621699 492975661
1 121022173 352647902
1 48120923 314501589
1 133307404 465073785
1 312322910 761115102
1 84697539 877363659
1 526608930 936177223
1 479815920 465072955
1 773620246 14970515
1 924414599 739462995
1 973939997 682150723
1 916648932 70916546
2 296206319 265488265
1 642598016 449594149
1 979054608 744071920
1 544910866 92148985
1 431379034 75610744
1 362463930 667648618
1 313675812 669997477
1 399607831 27451448
1 920738122 871434750
1 129776197 98136205
2 735436552 713740979
1 778039812 280172279
1 46936061 727878778
1 61867814 223243328
1 559085185 96727248
2 162707744 675349355
1 124809439 373696732
1 210342341 258620803
1 154478135 799264300
1 351749374 976732274
1 157134049 694559380
1 551460596 651795098
1 102686207 63207439
1 546733909 667261628
1 417185026 887603105
2 388064342 289560055
1 363598112 402492669
1 218193980 77131362
1 619095002 364407477
1 397105546 566715324
1 484897116 112871894
1 216812341 478244806
1 87778533 558495798
1 213328472 261422061
1 758647640 773451819
1 395294868 199421236
1 627529848 601964919
1 115357780 226432375
1 964239328 851764012
1 647671514 968012802
1 26875701 728340837
2 531848139 737711937
1 337790065 83838365
1 201089174 713970687
1 236659352 394014820
1 972308641 33754195
1 323954611 834101932
1 475069887 155391263
1 68275006 741758344
1 946689259 93013968
1 632743599 975627027
1 395723536 168614793
1 974477705 129474491
1 973743751 885832917
1 524187703 837782905
1 882664339 122512097
1 558691563 130594657
1 5584353 159918981
1 92017586 351342062
1 540044659 57670169
2 628726927 39413780
1 952540773 9667073
1 474400010 427165337
1 289371112 202797507
1 98928098 325178886
1 199294561 262175985
1 367554562 326554762
1 524553625 752404440
1 775319655 659650167
2 965914402 87445319
1 281462251 777061863
1 830932345 186744552
1 990060257 239442443
1 37196808 41989357
1 619549068 760465220
1 304454233 656246877
2 760092023 279393136
1 283087379 173300748
1 469531157 555236621
1 355605534 215220337
1 198442184 175682697
1 812620842 869980221
1 304532915 831171604
1 767870718 373922603
1 598120367 238056562
1 328103787 495321191
1 899618468 248211727
1 204256036 45307724
1 187031938 677206405
1 660544905 80741923
1 65548216 595712557
1 558466193 637768361
1 496363620 202371323
1 453175455 542859923
1 473508320 472917036
1 912682344 769443665
1 706973286 865977529
1 602762825 747415454
1 688666585 275415343
1 83561732 115208233
1 925640653 870916103
1 818673728 314598745
1 457590588 586072609
2 458473623 187834903
1 760662622 279515941
1 660137997 831773755
1 239234199 719795409
1 33212329 1348930
1 191622453 166075649
1 146543320 582814709
1 544390962 91540692
1 938680816 993603650
1 884713228 198451168
1 488523763 581880838
1 152293080 582266914
1 97033239 336033309
1 447297475 535897825
1 534161931 970908435
1 370675723 96816514
1 230407576 547114291
1 502501118 276085153
1 783375487 117053899
1 546161062 983861756
1 478655891 295818375
1 588291157 187743489
1 911622064 483691950
1 834987171 971233499
1 799238233 286770046
1 195190695 7976827
2 386505585 8818567
1 180613686 179827391
1 865140764 956530358
1 559668417 161689237
1 599236309 459319511
1 133744055 213932554
1 72275488 844339770
1 690305235 46402129
1 503509898 50781437
1 936410794 141544473
1 937696215 270778750
1 827876611 368630742
1 261475738 664165382
1 972181567 400010193
2 354565189 57494745
1 875800876 525384972
1 609253073 514369015
1 122015321 657595740
1 283400477 140571540
1 575847345 350508964
2 823026105 450554986
1 941631796 198600629
1 300661696 985081859
1 874363155 983928242
1 383567890 672597514
1 648867103 587440655
1 910689427 841247420
1 949797452 792806191
1 4707839 253712290
1 276687183 772367504
1 543279749 949758046
1 686165034 181520626
1 695586851 620209067
1 845798267 930192554
1 523060373 425121840
1 434775182 172611711
1 444284625 84030334
1 890041222 699216799
1 678972258 906123695
1 648363837 511962159
1 324326365 639720469
1 121349276 200795660
1 115587588 793848137
1 134331997 712560582
1 877517544 312652990
1 634122256 524395109
1 612662657 630167412
1 147579519 818342126
1 426095663 679328943
1 561266349 100844950
1 435395663 11101290
1 898653905 423691984
1 922021634 175605886
1 781039191 151127604
1 626796866 960616905
1 171369828 437128569
1 215709206 472229106
1 214887510 694369963
1 492285768 739894532
2 733729402 938958340
1 434176219 50280227
1 818738920 262797042
1 364182031 271979645
1 142656922 43138002
1 97711443 204211124
1 213735963 313167288
1 821012908 181512781
1 880382150 213445798
1 645403230 352185613
1 180826385 252670768
1 202553558 556068811
1 975688472 211020412
1 531587362 856821614
2 16095793 525010585
1 527885872 922904947
1 847753678 789551948
1 15492917 543934732
1 162918031 914675670
1 74103972 717920722
1 791054937 982046160
1 591049027 294624345
1 448325507 279657404
1 773136744 833192058
1 183132326 353915509
2 830193744 865000849
1 900699595 445865462
1 462245106 150640274
1 960441690 656392978
1 335718126 767981591
1 57237770 508483690
1 70097434 306534682
1 435112564 755045113
1 241220429 890108314
1 92871284 253015975
1 845875772 85335442
1 932148977 734651574
2 214438305 587032469
1 160675837 884826758
1 675842268 632967871
1 847255172 646591125
1 892282723 717418460
1 862164401 324921298
2 5782803 554805906
1 554789767 770597273
1 802974957 605843129
1 630417830 895638159
1 191088241 924992800
1 222308335 862124212
1 202542888 376738121
1 312571676 647157970
1 46598161 929717928
1 817130839 153067086
1 157036996 63389609
1 59694825 2017782
1 863087188 447311809
1 74852406 204927656
1 595086198 575364285
1 221146314 304885019
1 79987784 29922666
1 646364067 468587543
1 216524428 288763378
1 390917774 2551445
1 234878652 323539556
1 538088589 394256384
1 837921816 547183064
1 35729833 801839227
1 785992297 622982
1 755566267 524423336
1 742182033 61385433
1 788906057 580063421
1 818402256 253957557
1 708716988 462111054
2 134933908 91460524
1 63082271 514290726
1 511290330 967483241
1 567422738 492059817
1 66547460 210137289
1 740082007 333008225
1 751580270 310786236
1 147704066 118624977
1 814855052 765642045
1 233454138 211074297
1 346289791 411833967
1 217767120 699851352
1 870639642 679871014
1 868037823 255277090
1 987260373 71927220
1 915014671 521179330
1 631655098 215564965
1 804799563 59741466
1 640100814 428793075
2 717499515 686649278
1 861974817 286066657
1 694259568 141905225
1 214669536 971343170
1 235732526 996719414
2 558515501 319004270
1 180443178 461583082
1 397122219 846938435
1 930579339 123549472
1 586555200 283306670
1 892302790 847663107
1 705470497 585427992
1 396801767 110574034
1 3422022 679348932
1 77027000 807633506
1 327956883 528294379
1 526764457 402635865
1 541974892 493862917
1 914005652 535444751
1 778623117 700866248
1 406488704 710167021
1 331918276 535433473
1 888497043 161499041
1 375210987 952049495
1 972001271 310237546
1 595515998 209078297
2 580805641 80211250
1 493641508 696475173
1 924607700 482922786
1 553066913 86382575
1 131973255 309846590
1 548614929 423815132
1 403834897 204789359
1 990597822 684362810
1 983565064 596399689
1 179311613 770722950
1 245191326 56981136
1 893344908 35187510
1 506087901 784109987
1 61099756 199394404
1 28886107 157496127
2 400924899 688576854
1 41328038 756095263
1 425310245 9205430
1 935112003 935084253
1 95841803 993426349
1 354205613 102046785
1 136421453 115804153
1 307976663 728185771
1 448834564 245443815
1 156463943 962484651
1 552877269 46519514
1 98209755 782384898
1 60589436 5359330
1 504230260 420487336
1 564398650 412841751
1 674375369 601116495
2 362221757 892414301
1 867660772 360631874
1 393099597 165228607
1 387108472 49617072
1 943516135 449410075
1 811578510 531375473
1 149150703 455427850
1 410091930 140044287
1 926793222 707769041
1 671123395 986785721
1 239658212 403730959
1 62887536 181841806
1 206942215 301783012
1 87679262 451574592
1 28631827 178779461
1 858362451 495551989
1 166097897 671592357
1 372879762 632877988
1 516160622 70618652
1 613604761 638745233
1 291652672 248775850
1 420052839 49317384
1 613905727 47608432
1 808705939 289693488
1 705456596 144772463
1 525195748 600126044
1 241320076 62886727
1 89808963 324194456
1 747371521 234280722
1 256904046 344170652
1 968595950 266087390
1 882386012 532616080
1 199036693 577660872
1 165866541 78159359
1 748857432 792688204
1 396221869 101646583
1 118413693 47554638
1 89410922 638296801
1 128642210 366569519
1 567586510 97092174
1 55437507 316234507
1 564422218 601927705
1 173857076 438116412
2 990430391 810812218
1 929172531 894626111
1 838380706 817296353
2 447968023 713874757
1 174717111 653317706
1 311757956 3351459
1 697038198 390677979
1 809748636 841454213
1 3798215 559573742
1 6828398 741230473
1 141517342 217569765
1 713895334 240721327
1 119473290 90375085
1 683950679 472078140
1 786709102 163062735
1 53287598 896957365
1 827127696 666518219
1 918153891 742442342
1 360814041 500746537
1 927001836 918977245
1 346175607 640227126
1 135927554 759283317
1 505416241 232938602
1 338757546 311906003
1 903447936 185570993
1 67491998 52601926
1 610836675 360164065
1 335558301 229286463
1 724466853 29603528
1 891260446 508856675
1 405640232 127778577
1 838938656 811848837
1 6628977 537045373
1 67174157 212636955
1 585268077 918445457
2 187015209 396042102
1 540771768 600310672
1 133777889 575559170
1 666756834 612438992
1 816710118 878965249
1 828224997 781503303
1 939604342 128414534
1 648828105 724979847
1 122599388 884075221
1 570558740 866259325
1 221686680 796881793
1 993813461 42516308
1 860423873 136638260
1 680327250 850132700
2 277764439 904961342
1 912503711 269147550
1 190389883 925108129
1 175928102 886112042
1 418481576 410903907
1 142088866 85755398
1 803710577 291528009
1 42906238 363615252
1 111405933 379732903
2 620557789 534169891
1 210415701 698603745
1 178965892 48135975
1 463756522 930688869
1 903857060 973772189
1 84944745 737187607
1 890131838 74716264
1 532677136 992784056
1 89947262 501102102
1 588705848 922025607
1 53295567 823870926
1 997867865 465407632
1 377385102 985178301
1 682228535 592774990
1 417371457 80486697
2 518607543 748335675
1 334209146 28874848
1 372006101 774621668
1 146745556 479806445
1 99803139 999607444
2 419197212 701179924
1 937418808 257871664
1 967492904 54546091
1 962777803 117254876
1 81692915 770771972
1 772291948 519607568
1 423419022 790180243
1 163540704 642522546
1 144513836 833015473
1 733993013 867479701
1 583689146 358177326
1 483342283 750597427
1 23701012 851412567
1 7820225 438019108
1 354552484 489456741
1 220981630 39029747
1 579116925 615248849
1 928988181 91222955
1 32032021 491265197
1 177385978 411808788
1 546758577 288878126
1 582658691 12167895
1 295975933 895379479
1 464802579 538921114
1 992947873 379480674
1 75970770 28423650
1 726467930 301966315
1 670033892 2861623
1 817312538 59398532
1 727787099 643898159
1 340710058 915520482
1 741336449 89062096
1 862358175 286713622
1 435369153 565547720
1 690151732 820982277
1 763771749 995005902
1 463815637 776751027
1 63378259 46510101
1 743445904 828428860
1 46237404 870452461
1 174419976 954337055
1 768290600 988428436
1 756806298 97809305
1 373359452 898071808
1 468267979 799840445
1 313343748 738470192
1 428805263 767914487
1 221350132 789991920
1 734679597 521995107
1 710117236 19254004
1 212729033 924069023
2 117127126 106080961
1 91738151 535802467
1 146752110 944464592
1 190530971 148890498
1 987755444 950134576
1 521602388 336066640
1 368960610 128661959
1 699430996 804244672
1 603026773 95643618
1 225262796 125626358
1 181403859 220858051
1 121309886 686251577
1 484997779 302726219
1 558783292 524800313
1 835073353 272210726
1 40220526 114988833
1 926615309 865068897
1 650319250 371355167
1 914575408 728420677
1 789914669 144914707
2 367995487 147246649
1 118738395 416875280
1 871726640 976198646
1 467147384 938848034
1 707077995 478338045
1 910589589 310753801
1 683171664 264074917
2 44257323 596464377
1 147350249 52947108
1 634728605 125368164
2 606582967 735054060
1 468267845 797588307
1 921565960 900006134
1 697520578 115125473
1 166120327 255594789
1 442337130 919241643
1 358232507 62577539
1 144960994 112970460
1 239274756 46931839
1 634691341 706093538
1 452480608 601984629
1 277418899 185416434
2 625472481 176514680
1 557280034 822325449
1 800584075 76995001
1 278358705 155371769
1 98772719 654186258
1 190008595 959251654
1 803529366 186376957
1 470240329 382367121
1 69826218 836153242
1 310491466 44806852
1 441819430 808192331
1 626022926 837909207
2 925735926 117664345
1 777645440 94413016
1 944316435 222171715
1 262508727 52763751
1 523648894 578976052
1 575402785 675745054
1 614573623 535518269
1 319665445 406027899
1 629675734 953627500
1 134211856 840834442
1 493088264 988037853
1 686510886 551804249
1 862130831 760710308
1 713021995 801919705
1 567194177 152623806
1 845186035 230343918
1 43571519 807574784
1 820111016 848778044
1 450430378 296485949
